timestamp,year,month,region,application,metric,value
2023-12-02 03:05:00,2023,12,Maharashtra,MobileApp,response_time,710.76
2023-12-11 06:03:00,2023,12,Maharashtra,Payment,request_count,486.54
2023-12-12 01:51:00,2023,12,Maharashtra,API,request_count,174.32
2023-12-05 23:37:00,2023,12,Maharashtra,MobileApp,cpu_usage,660.3
2023-12-29 08:59:00,2023,12,Maharashtra,API,memory_usage,137.64
2023-12-07 01:03:00,2023,12,Maharashtra,API,cpu_usage,760.16
2023-12-21 21:37:00,2023,12,Maharashtra,Payment,request_count,75.4
2023-12-10 22:11:00,2023,12,Maharashtra,MobileApp,request_count,123.18
2023-12-10 04:10:00,2023,12,Maharashtra,MobileApp,response_time,622.73
2023-12-22 16:25:00,2023,12,Maharashtra,WebApp,memory_usage,596.61
2023-12-17 01:40:00,2023,12,Maharashtra,API,request_count,416.16
2023-12-30 12:16:00,2023,12,Maharashtra,Payment,memory_usage,456.98
2023-12-01 18:12:00,2023,12,Maharashtra,MobileApp,request_count,267.62
2023-12-10 20:11:00,2023,12,Maharashtra,API,memory_usage,291.69
2023-12-15 23:25:00,2023,12,Maharashtra,Payment,request_count,949.86
2023-12-04 00:58:00,2023,12,Maharashtra,API,request_count,484.4
2023-12-29 15:27:00,2023,12,Maharashtra,MobileApp,response_time,652.16
2023-12-04 05:57:00,2023,12,Maharashtra,WebApp,cpu_usage,993.48
2023-12-13 22:38:00,2023,12,Maharashtra,MobileApp,memory_usage,801.59
2023-12-04 15:04:00,2023,12,Maharashtra,MobileApp,cpu_usage,151.9
2023-12-23 10:01:00,2023,12,Maharashtra,API,response_time,482.57
2023-12-28 03:14:00,2023,12,Maharashtra,API,cpu_usage,692.8
2023-12-13 08:44:00,2023,12,Maharashtra,Payment,memory_usage,21.6
2023-12-29 08:10:00,2023,12,Maharashtra,WebApp,response_time,652.91
2023-12-24 19:47:00,2023,12,Maharashtra,Payment,memory_usage,614.25
2023-12-21 05:34:00,2023,12,Maharashtra,MobileApp,response_time,170.38
2023-12-05 05:39:00,2023,12,Maharashtra,WebApp,memory_usage,141.88
2023-12-04 14:00:00,2023,12,Maharashtra,WebApp,response_time,513.33
2023-12-29 15:43:00,2023,12,Maharashtra,Payment,cpu_usage,533.04
2023-12-04 08:00:00,2023,12,Maharashtra,MobileApp,cpu_usage,548.08
2023-12-11 07:31:00,2023,12,Maharashtra,MobileApp,memory_usage,869.8
2023-12-11 02:18:00,2023,12,Maharashtra,WebApp,cpu_usage,331.85
2023-12-11 18:55:00,2023,12,Maharashtra,MobileApp,response_time,141.37
2023-12-22 10:42:00,2023,12,Maharashtra,WebApp,cpu_usage,883.19
2023-12-16 00:13:00,2023,12,Maharashtra,Payment,response_time,517.85
2023-12-21 11:16:00,2023,12,Maharashtra,API,response_time,35.74
2023-12-19 21:06:00,2023,12,Maharashtra,Payment,response_time,39.33
2023-12-23 21:44:00,2023,12,Maharashtra,API,cpu_usage,316.76
2023-12-07 10:21:00,2023,12,Maharashtra,MobileApp,memory_usage,782.37
2023-12-24 16:27:00,2023,12,Maharashtra,WebApp,memory_usage,851.3
2023-12-18 06:33:00,2023,12,Maharashtra,MobileApp,memory_usage,925.9
2023-12-31 08:05:00,2023,12,Maharashtra,Payment,request_count,539.51
2023-12-31 20:44:00,2023,12,Maharashtra,WebApp,memory_usage,517.16
2023-12-02 21:02:00,2023,12,Maharashtra,MobileApp,memory_usage,536.32
2023-12-24 18:22:00,2023,12,Maharashtra,WebApp,response_time,215.11
2023-12-02 05:18:00,2023,12,Maharashtra,MobileApp,memory_usage,458.26
2023-12-15 16:10:00,2023,12,Maharashtra,WebApp,memory_usage,167.63
2023-12-16 14:53:00,2023,12,Maharashtra,MobileApp,cpu_usage,100.7
2023-12-17 00:24:00,2023,12,Maharashtra,MobileApp,request_count,478.03
2023-12-10 18:24:00,2023,12,Maharashtra,MobileApp,cpu_usage,688.29
2023-12-24 17:30:00,2023,12,Maharashtra,WebApp,request_count,319.54
2023-12-07 09:22:00,2023,12,Maharashtra,Payment,response_time,572.99
