timestamp,year,month,region,application,metric,value
2025-12-20 23:15:00,2025,12,Delhi,Payment,request_count,368.38
2025-12-05 17:49:00,2025,12,Delhi,API,response_time,100.41
2025-12-06 16:38:00,2025,12,Delhi,WebApp,response_time,358.78
2025-12-26 19:33:00,2025,12,Delhi,MobileApp,response_time,305.41
2025-12-01 08:23:00,2025,12,Delhi,API,cpu_usage,308.75
2025-12-04 22:59:00,2025,12,Delhi,WebApp,cpu_usage,731.54
2025-12-15 00:59:00,2025,12,Delhi,WebApp,memory_usage,657.89
2025-12-15 18:52:00,2025,12,Delhi,WebApp,request_count,906.57
2025-12-03 11:15:00,2025,12,Delhi,Payment,request_count,450.9
2025-12-20 08:53:00,2025,12,Delhi,API,request_count,453.02
2025-12-30 12:14:00,2025,12,Delhi,API,response_time,278.78
2025-12-02 16:40:00,2025,12,Delhi,API,cpu_usage,771.79
2025-12-08 03:09:00,2025,12,Delhi,Payment,cpu_usage,558.38
2025-12-05 19:38:00,2025,12,Delhi,Payment,cpu_usage,406.31
2025-12-07 14:31:00,2025,12,Delhi,Payment,cpu_usage,610.7
2025-12-03 00:50:00,2025,12,Delhi,WebApp,memory_usage,568.01
2025-12-07 00:52:00,2025,12,Delhi,MobileApp,memory_usage,710.43
2025-12-20 15:03:00,2025,12,Delhi,WebApp,memory_usage,477.34
2025-12-05 11:37:00,2025,12,Delhi,MobileApp,cpu_usage,897.54
2025-12-08 03:34:00,2025,12,Delhi,Payment,request_count,737.47
2025-12-25 08:52:00,2025,12,Delhi,API,memory_usage,753.35
2025-12-08 14:39:00,2025,12,Delhi,MobileApp,cpu_usage,586.93
2025-12-07 10:40:00,2025,12,Delhi,WebApp,memory_usage,367.33
2025-12-14 08:49:00,2025,12,Delhi,Payment,response_time,104.73
2025-12-03 03:28:00,2025,12,Delhi,MobileApp,request_count,988.98
2025-12-14 20:54:00,2025,12,Delhi,API,request_count,964.89
2025-12-01 18:16:00,2025,12,Delhi,MobileApp,request_count,127.89
2025-12-03 14:08:00,2025,12,Delhi,API,response_time,943.37
2025-12-10 14:18:00,2025,12,Delhi,Payment,request_count,67.2
2025-12-07 13:32:00,2025,12,Delhi,WebApp,memory_usage,170.68
2025-12-24 03:21:00,2025,12,Delhi,API,memory_usage,232.88
2025-12-08 10:37:00,2025,12,Delhi,MobileApp,memory_usage,630.56
2025-12-06 02:19:00,2025,12,Delhi,MobileApp,memory_usage,499.87
2025-12-26 01:30:00,2025,12,Delhi,API,cpu_usage,896.35
2025-12-20 15:48:00,2025,12,Delhi,API,response_time,178.4
2025-12-28 18:22:00,2025,12,Delhi,MobileApp,cpu_usage,252.12
2025-12-30 10:41:00,2025,12,Delhi,API,cpu_usage,639.0
2025-12-03 03:49:00,2025,12,Delhi,MobileApp,memory_usage,718.34
2025-12-23 10:44:00,2025,12,Delhi,Payment,response_time,120.21
2025-12-23 21:48:00,2025,12,Delhi,Payment,request_count,197.25
2025-12-06 02:17:00,2025,12,Delhi,Payment,cpu_usage,943.24
2025-12-16 05:07:00,2025,12,Delhi,WebApp,response_time,79.9
2025-12-05 07:43:00,2025,12,Delhi,MobileApp,cpu_usage,933.43
2025-12-11 15:31:00,2025,12,Delhi,API,request_count,656.38
2025-12-13 09:44:00,2025,12,Delhi,Payment,memory_usage,229.16
2025-12-14 11:17:00,2025,12,Delhi,WebApp,request_count,467.48
2025-12-20 12:28:00,2025,12,Delhi,API,request_count,485.46
2025-12-21 03:09:00,2025,12,Delhi,API,cpu_usage,458.08
2025-12-12 10:58:00,2025,12,Delhi,MobileApp,request_count,180.89
2025-12-15 13:56:00,2025,12,Delhi,MobileApp,request_count,874.61
2025-12-10 13:14:00,2025,12,Delhi,Payment,request_count,129.86
2025-12-11 11:27:00,2025,12,Delhi,MobileApp,memory_usage,764.79
