timestamp,year,month,region,application,metric,value
2025-03-12 11:15:00,2025,3,Gujarat,MobileApp,response_time,969.31
2025-03-18 14:36:00,2025,3,Gujarat,MobileApp,memory_usage,93.04
2025-03-03 09:02:00,2025,3,Gujarat,Payment,request_count,53.1
2025-03-18 03:23:00,2025,3,Gujarat,API,request_count,22.22
2025-03-02 18:10:00,2025,3,Gujarat,Payment,memory_usage,484.89
2025-03-24 03:32:00,2025,3,Gujarat,MobileApp,cpu_usage,510.51
2025-03-29 16:09:00,2025,3,Gujarat,Payment,response_time,693.64
2025-03-26 00:20:00,2025,3,Gujarat,WebApp,memory_usage,553.87
2025-03-24 19:08:00,2025,3,Gujarat,WebApp,cpu_usage,981.44
2025-03-25 22:03:00,2025,3,Gujarat,WebApp,memory_usage,178.17
2025-03-21 22:38:00,2025,3,Gujarat,MobileApp,memory_usage,882.1
2025-03-25 18:11:00,2025,3,Gujarat,Payment,memory_usage,203.45
2025-03-18 19:52:00,2025,3,Gujarat,WebApp,memory_usage,446.0
2025-03-16 02:35:00,2025,3,Gujarat,API,response_time,757.84
2025-03-02 18:43:00,2025,3,Gujarat,Payment,response_time,744.92
2025-03-23 21:27:00,2025,3,Gujarat,MobileApp,cpu_usage,145.51
2025-03-25 02:19:00,2025,3,Gujarat,API,request_count,868.9
2025-03-30 12:11:00,2025,3,Gujarat,Payment,response_time,858.43
2025-03-16 02:36:00,2025,3,Gujarat,API,response_time,530.0
2025-03-07 05:28:00,2025,3,Gujarat,API,request_count,172.99
2025-03-15 16:47:00,2025,3,Gujarat,Payment,response_time,412.66
2025-03-18 14:15:00,2025,3,Gujarat,Payment,cpu_usage,349.18
2025-03-26 08:07:00,2025,3,Gujarat,Payment,response_time,990.12
2025-03-28 05:43:00,2025,3,Gujarat,API,response_time,898.28
2025-03-19 04:36:00,2025,3,Gujarat,MobileApp,response_time,48.34
2025-03-28 09:23:00,2025,3,Gujarat,API,cpu_usage,999.76
2025-03-14 23:00:00,2025,3,Gujarat,API,response_time,321.9
2025-03-05 19:15:00,2025,3,Gujarat,WebApp,memory_usage,687.5
2025-03-08 08:26:00,2025,3,Gujarat,MobileApp,request_count,719.96
2025-03-13 01:26:00,2025,3,Gujarat,WebApp,cpu_usage,437.13
2025-03-12 20:54:00,2025,3,Gujarat,API,request_count,693.36
2025-03-11 08:15:00,2025,3,Gujarat,MobileApp,cpu_usage,876.43
2025-03-07 10:14:00,2025,3,Gujarat,WebApp,request_count,980.33
2025-03-02 19:44:00,2025,3,Gujarat,MobileApp,memory_usage,470.2
2025-03-06 16:55:00,2025,3,Gujarat,MobileApp,request_count,469.91
2025-03-30 16:02:00,2025,3,Gujarat,Payment,memory_usage,267.51
2025-03-07 08:50:00,2025,3,Gujarat,WebApp,request_count,848.86
2025-03-03 13:47:00,2025,3,Gujarat,MobileApp,cpu_usage,727.95
2025-03-15 12:24:00,2025,3,Gujarat,WebApp,cpu_usage,269.53
2025-03-28 06:36:00,2025,3,Gujarat,Payment,memory_usage,91.36
2025-03-30 07:28:00,2025,3,Gujarat,MobileApp,request_count,488.44
2025-03-17 18:51:00,2025,3,Gujarat,API,request_count,162.79
2025-03-21 11:49:00,2025,3,Gujarat,API,request_count,926.21
2025-03-15 21:22:00,2025,3,Gujarat,API,cpu_usage,984.27
2025-03-15 03:31:00,2025,3,Gujarat,Payment,request_count,530.99
2025-03-27 00:30:00,2025,3,Gujarat,WebApp,memory_usage,249.83
2025-03-09 00:50:00,2025,3,Gujarat,MobileApp,request_count,50.15
2025-03-02 21:45:00,2025,3,Gujarat,WebApp,request_count,194.75
2025-03-04 16:52:00,2025,3,Gujarat,WebApp,response_time,446.93
2025-03-13 03:47:00,2025,3,Gujarat,Payment,response_time,887.13
2025-03-22 19:06:00,2025,3,Gujarat,API,request_count,938.23
